CEPEL: DECOMP - Coordenacao da Operacao a Curto Prazo - v32.0.1 - Dez/2024(L)                  01/11/2025  01:22
   CCEE - Prospectivo Encadeado NW-DC - estagio: JAN/2026                          - PLANEJAMENTO:01/01/2026
CUSTOS MARGINAIS ($/MWh) PARA O SUBSISTEMA SE PATAMAR   3 NOS CENARIOS/ESTAGIOS E PROBABILIDADES ASSOCIADAS: 
0064,  196.57,  229.64,  0.0095,                                                                                                                                                                                                                                                                                                                                        
0065,  196.57,  252.15,  0.0093,                                                                                                                                                                                                                                                                                                                                        
0066,  196.57,   98.88,  0.0090,                                                                                                                                                                                                                                                                                                                                        
0067,  196.57,   27.32,  0.0091,                                                                                                                                                                                                                                                                                                                                        
0068,  196.57,  193.07,  0.0089,                                                                                                                                                                                                                                                                                                                                        
0069,  196.57,  222.67,  0.0088,                                                                                                                                                                                                                                                                                                                                        
0070,  196.57,  249.94,  0.0091,                                                                                                                                                                                                                                                                                                                                        
0071,  196.57,  158.28,  0.0091,                                                                                                                                                                                                                                                                                                                                        
0072,  196.57,  162.13,  0.0086,                                                                                                                                                                                                                                                                                                                                        
0073,  196.57,  181.16,  0.0081,                                                                                                                                                                                                                                                                                                                                        
0074,  196.57,  207.74,  0.0080,                                                                                                                                                                                                                                                                                                                                        
0075,  196.57,  166.09,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0076,  196.57,  157.62,  0.0086,                                                                                                                                                                                                                                                                                                                                        
0077,  196.57,  227.59,  0.0091,                                                                                                                                                                                                                                                                                                                                        
0078,  196.57,   36.37,  0.0092,                                                                                                                                                                                                                                                                                                                                        
0079,  196.57,  260.08,  0.0089,                                                                                                                                                                                                                                                                                                                                        
0080,  196.57,  251.09,  0.0082,                                                                                                                                                                                                                                                                                                                                        
0081,  196.57,  195.06,  0.0092,                                                                                                                                                                                                                                                                                                                                        
0082,  196.57,  246.05,  0.0084,                                                                                                                                                                                                                                                                                                                                        
0083,  196.57,   33.13,  0.0088,                                                                                                                                                                                                                                                                                                                                        
0084,  196.57,  244.81,  0.0088,                                                                                                                                                                                                                                                                                                                                        
0085,  196.57,  238.33,  0.0081,                                                                                                                                                                                                                                                                                                                                        
0086,  196.57,  148.12,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0087,  196.57,   19.10,  0.0092,                                                                                                                                                                                                                                                                                                                                        
0088,  196.57,  196.99,  0.0087,                                                                                                                                                                                                                                                                                                                                        
0089,  196.57,  267.13,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0090,  196.57,   18.99,  0.0086,                                                                                                                                                                                                                                                                                                                                        
0091,  196.57,  130.59,  0.0089,                                                                                                                                                                                                                                                                                                                                        
0092,  196.57,  242.67,  0.0091,                                                                                                                                                                                                                                                                                                                                        
0093,  196.57,  143.73,  0.0091,                                                                                                                                                                                                                                                                                                                                        
0094,  196.57,   98.71,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0095,  196.57,    0.00,  0.0087,                                                                                                                                                                                                                                                                                                                                        
0096,  196.57,  227.59,  0.0077,                                                                                                                                                                                                                                                                                                                                        
0097,  196.57,  153.58,  0.0093,                                                                                                                                                                                                                                                                                                                                        
0098,  196.57,  236.93,  0.0086,                                                                                                                                                                                                                                                                                                                                        
0099,  196.57,   45.14,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0100,  196.57,  159.70,  0.0084,                                                                                                                                                                                                                                                                                                                                        
0101,  196.57,   26.08,  0.0082,                                                                                                                                                                                                                                                                                                                                        
0102,  196.57,  254.98,  0.0084,                                                                                                                                                                                                                                                                                                                                        
