ano,mes,patamar,duracao
2017,11,3,1.0
2017,12,3,1.0
2018,1,1,1.0
2018,2,1,1.0
2018,3,1,1.0
2018,4,1,1.0
2018,5,1,1.0
2018,6,1,1.0
2018,7,1,1.0
2018,8,1,1.0
2018,9,1,1.0
2018,10,1,1.0
2018,11,1,1.0
2018,12,1,1.0
2018,1,2,1.0
2018,2,2,1.0
2018,3,2,1.0
2018,4,2,1.0
2018,5,2,1.0
2018,6,2,1.0
2018,7,2,1.0
2018,8,2,1.0
2018,9,2,1.0
2018,10,2,1.0
2018,11,2,1.0
2018,12,2,1.0
2018,1,3,1.0
2018,2,3,1.0
2018,3,3,1.0
2018,4,3,1.0
2018,5,3,1.0
2018,6,3,1.0
2018,7,3,1.0
2018,8,3,1.0
2018,9,3,1.0
2018,10,3,1.0
2018,11,3,1.0
2018,12,3,1.0
2019,1,1,1.0
2019,2,1,1.0
2019,3,1,1.0
2019,4,1,1.0
2019,5,1,1.0
2019,6,1,1.0
2019,7,1,1.0
2019,8,1,1.0
2019,9,1,1.0
2019,10,1,1.0
2019,11,1,1.0
2019,12,1,1.0
2019,1,2,1.0
2019,2,2,1.0
2019,3,2,1.0
2019,4,2,1.0
2019,5,2,1.0
2019,6,2,1.0
2019,7,2,1.0
2019,8,2,1.0
2019,9,2,1.0
2019,10,2,1.0
2019,11,2,1.0
2019,12,2,1.0
2019,1,3,1.0
2019,2,3,1.0
2019,3,3,1.0
2019,4,3,1.0
2019,5,3,1.0
2019,6,3,1.0
2019,7,3,1.0
2019,8,3,1.0
2019,9,3,1.0
2019,10,3,1.0
2019,11,3,1.0
2019,12,3,1.0
2020,1,1,1.0
2020,2,1,1.0
2020,3,1,1.0
2020,4,1,1.0
2020,5,1,1.0
2020,6,1,1.0
2020,7,1,1.0
2020,8,1,1.0
2020,9,1,1.0
2020,10,1,1.0
2020,11,1,1.0
2020,12,1,1.0
2020,1,2,1.0
2020,2,2,1.0
2020,3,2,1.0
2020,4,2,1.0
2020,5,2,1.0
2020,6,2,1.0
2020,7,2,1.0
2020,8,2,1.0
2020,9,2,1.0
2020,10,2,1.0
2020,11,2,1.0
2020,12,2,1.0
2020,1,3,1.0
2020,2,3,1.0
2020,3,3,1.0
2020,4,3,1.0
2020,5,3,1.0
2020,6,3,1.0
2020,7,3,1.0
2020,8,3,1.0
2020,9,3,1.0
2020,10,3,1.0
2020,11,3,1.0
2020,12,3,1.0
2021,1,1,1.0
2021,2,1,1.0
2021,3,1,1.0
2021,4,1,1.0
2021,5,1,1.0
2021,6,1,1.0
2021,7,1,1.0
2021,8,1,1.0
2021,9,1,1.0
2021,10,1,1.0
2021,11,1,1.0
2021,12,1,1.0
2021,1,2,1.0
2021,2,2,1.0
2021,3,2,1.0
2021,4,2,1.0
2021,5,2,1.0
2021,6,2,1.0
2021,7,2,1.0
2021,8,2,1.0
2021,9,2,1.0
2021,10,2,1.0
2021,11,2,1.0
2021,12,2,1.0
2021,1,3,1.0
2021,2,3,1.0
2021,3,3,1.0
2021,4,3,1.0
2021,5,3,1.0
2021,6,3,1.0
2021,7,3,1.0
2021,8,3,1.0
2021,9,3,1.0
2021,10,3,1.0
2021,11,3,1.0
2021,12,3,1.0
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
2017,6,1,1.0
2017,7,1,1.0
2017,8,1,1.0
2017,9,1,1.0
2017,10,1,1.0633
2017,11,1,1.066
2017,12,1,1.0501
2017,1,2,1.0
2017,2,2,1.0
2017,3,2,1.0
2017,4,2,1.0
2017,5,2,1.0
2017,6,2,1.0
2017,7,2,1.0
2017,8,2,1.0
2017,9,2,1.0
2017,10,2,1.0413
2017,11,2,1.0357
2017,12,2,1.0297
2017,1,3,1.0
2017,2,3,1.0
2017,3,3,1.0
2017,4,3,1.0
2017,5,3,1.0
2017,6,3,1.0
2017,7,3,1.0
2017,8,3,1.0
2017,9,3,1.0
2017,10,3,0.9453
2017,11,3,0.9531
2017,12,3,0.9593
2018,1,1,1.0652
2018,2,1,1.0641
2018,3,1,1.0608
2018,4,1,1.0753
2018,5,1,1.0803
2018,6,1,1.0771
2018,7,1,1.059
2018,8,1,1.0727
2018,9,1,1.0701
2018,10,1,1.067
2018,11,1,1.0655
2018,12,1,1.0482
2018,1,2,1.0372
2018,2,2,1.0447
2018,3,2,1.0515
2018,4,2,1.0583
2018,5,2,1.02
2018,6,2,1.013
2018,7,2,1.0118
2018,8,2,1.0097
2018,9,2,1.0532
2018,10,2,1.0439
2018,11,2,1.0354
2018,12,2,1.0267
2018,1,3,0.9549
2018,2,3,0.948
2018,3,3,0.9377
2018,4,3,0.9323
2018,5,3,0.9333
2018,6,3,0.935
2018,7,3,0.9482
2018,8,3,0.9383
2018,9,3,0.933
2018,10,3,0.9458
2018,11,3,0.9535
2018,12,3,0.9591
2019,1,1,1.0634
2019,2,1,1.059
2019,3,1,1.0637
2019,4,1,1.0769
2019,5,1,1.075
2019,6,1,1.0762
2019,7,1,1.0621
2019,8,1,1.0677
2019,9,1,1.0688
2019,10,1,1.0662
2019,11,1,1.0648
2019,12,1,1.0476
2019,1,2,1.0349
2019,2,2,1.0404
2019,3,2,1.0546
2019,4,2,1.0592
2019,5,2,1.0157
2019,6,2,1.0128
2019,7,2,1.0154
2019,8,2,1.0056
2019,9,2,1.0522
2019,10,2,1.0438
2019,11,2,1.0351
2019,12,2,1.0272
2019,1,3,0.9536
2019,2,3,0.9486
2019,3,3,0.9389
2019,4,3,0.9356
2019,5,3,0.9339
2019,6,3,0.9357
2019,7,3,0.9484
2019,8,3,0.9392
2019,9,3,0.9342
2019,10,3,0.9462
2019,11,3,0.954
2019,12,3,0.9619
2020,1,1,1.0589
2020,2,1,1.0629
2020,3,1,1.059
2020,4,1,1.0816
2020,5,1,1.0739
2020,6,1,1.0756
2020,7,1,1.0622
2020,8,1,1.067
2020,9,1,1.0709
2020,10,1,1.064
2020,11,1,1.0643
2020,12,1,1.0534
2020,1,2,1.0306
2020,2,2,1.0439
2020,3,2,1.0506
2020,4,2,1.0623
2020,5,2,1.0151
2020,6,2,1.0127
2020,7,2,1.0157
2020,8,2,1.0054
2020,9,2,1.0537
2020,10,2,1.0429
2020,11,2,1.0348
2020,12,2,1.0336
2020,1,3,0.9546
2020,2,3,0.949
2020,3,3,0.9393
2020,4,3,0.9365
2020,5,3,0.935
2020,6,3,0.9363
2020,7,3,0.9483
2020,8,3,0.9399
2020,9,3,0.9367
2020,10,3,0.9442
2020,11,3,0.9543
2020,12,3,0.9615
2021,1,1,1.0579
2021,2,1,1.0612
2021,3,1,1.0689
2021,4,1,1.0655
2021,5,1,1.0779
2021,6,1,1.0779
2021,7,1,1.0559
2021,8,1,1.0685
2021,9,1,1.0707
2021,10,1,1.0578
2021,11,1,1.0637
2021,12,1,1.0526
2021,1,2,1.0301
2021,2,2,1.0426
2021,3,2,1.0591
2021,4,2,1.0513
2021,5,2,1.019
2021,6,2,1.0169
2021,7,2,1.009
2021,8,2,1.0083
2021,9,2,1.0531
2021,10,2,1.0378
2021,11,2,1.0345
2021,12,2,1.0321
2021,1,3,0.9553
2021,2,3,0.9491
2021,3,3,0.9426
2021,4,3,0.932
2021,5,3,0.9355
2021,6,3,0.9381
2021,7,3,0.9478
2021,8,3,0.9422
2021,9,3,0.9326
2021,10,3,0.9427
2021,11,3,0.9547
2021,12,3,0.9598
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
2017,6,1,1.0
2017,7,1,1.0
2017,8,1,1.0
2017,9,1,1.0
2017,10,1,1.0
2017,11,1,1.0
2017,12,1,1.0
2017,1,2,1.0
2017,2,2,1.0
2017,3,2,1.0
2017,4,2,1.0
2017,5,2,1.0
2017,6,2,1.0
2017,7,2,1.0
2017,8,2,1.0
2017,9,2,1.0
2017,10,2,1.0
2017,11,2,1.0
2017,12,2,1.0
2017,1,3,1.0
2017,2,3,1.0
2017,3,3,1.0
2017,4,3,1.0
2017,5,3,1.0
2017,6,3,1.0
2017,7,3,1.0
2017,8,3,1.0
2017,9,3,1.0
2017,10,3,1.0
2017,11,3,1.0
2017,12,3,1.0
2018,1,1,1.0
2018,2,1,1.0
2018,3,1,1.0
2018,4,1,1.0
2018,5,1,1.0
2018,6,1,1.0266
2018,7,1,1.0263
2018,8,1,1.0263
2018,9,1,1.0284
2018,10,1,1.0301
2018,11,1,1.0303
2018,12,1,1.1128
2018,1,2,1.0
2018,2,2,1.0
2018,3,2,1.0
2018,4,2,1.0
2018,5,2,1.0
2018,6,2,1.0266
2018,7,2,1.0263
2018,8,2,1.0263
2018,9,2,1.0284
2018,10,2,1.0301
2018,11,2,1.0303
2018,12,2,1.1128
2018,1,3,1.0
2018,2,3,1.0
2018,3,3,1.0
2018,4,3,1.0
2018,5,3,1.0
2018,6,3,0.968
2018,7,3,0.9677
2018,8,3,0.9677
2018,9,3,0.9696
2018,10,3,0.9712
2018,11,3,0.9714
2018,12,3,0.8744
2019,1,1,1.1222
2019,2,1,1.1168
2019,3,1,1.1175
2019,4,1,0.976
2019,5,1,0.9791
2019,6,1,0.9788
2019,7,1,0.9783
2019,8,1,0.9799
2019,9,1,0.9775
2019,10,1,0.9763
2019,11,1,0.9761
2019,12,1,0.9772
2019,1,2,1.1222
2019,2,2,1.1168
2019,3,2,1.1175
2019,4,2,0.976
2019,5,2,0.9791
2019,6,2,0.9788
2019,7,2,0.9783
2019,8,2,0.9799
2019,9,2,0.9775
2019,10,2,0.9763
2019,11,2,0.9761
2019,12,2,0.9772
2019,1,3,0.8817
2019,2,3,0.8775
2019,3,3,0.878
2019,4,3,1.0225
2019,5,3,1.0257
2019,6,3,1.0254
2019,7,3,1.0249
2019,8,3,1.0265
2019,9,3,1.0241
2019,10,3,1.0227
2019,11,3,1.0226
2019,12,3,1.0237
2020,1,1,0.9772
2020,2,1,0.9764
2020,3,1,0.978
2020,4,1,0.9752
2020,5,1,0.9791
2020,6,1,0.9788
2020,7,1,0.9783
2020,8,1,0.9799
2020,9,1,0.9767
2020,10,1,1.0
2020,11,1,1.0
2020,12,1,1.0
2020,1,2,0.9772
2020,2,2,0.9764
2020,3,2,0.978
2020,4,2,0.9752
2020,5,2,0.9791
2020,6,2,0.9788
2020,7,2,0.9783
2020,8,2,0.9799
2020,9,2,0.9767
2020,10,2,1.0
2020,11,2,1.0
2020,12,2,1.0
2020,1,3,1.0237
2020,2,3,1.0229
2020,3,3,1.0245
2020,4,3,1.0217
2020,5,3,1.0257
2020,6,3,1.0254
2020,7,3,1.0249
2020,8,3,1.0265
2020,9,3,1.0233
2020,10,3,1.0
2020,11,3,1.0
2020,12,3,1.0
2021,1,1,1.0
2021,2,1,1.0
2021,3,1,1.0
2021,4,1,1.0
2021,5,1,1.0
2021,6,1,1.0
2021,7,1,1.0
2021,8,1,1.0
2021,9,1,1.0
2021,10,1,1.0
2021,11,1,1.0
2021,12,1,1.0
2021,1,2,1.0
2021,2,2,1.0
2021,3,2,1.0
2021,4,2,1.0
2021,5,2,1.0
2021,6,2,1.0
2021,7,2,1.0
2021,8,2,1.0
2021,9,2,1.0
2021,10,2,1.0
2021,11,2,1.0
2021,12,2,1.0
2021,1,3,1.0
2021,2,3,1.0
2021,3,3,1.0
2021,4,3,1.0
2021,5,3,1.0
2021,6,3,1.0
2021,7,3,1.0
2021,8,3,1.0
2021,9,3,1.0
2021,10,3,1.0
2021,11,3,1.0
2021,12,3,1.0
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
2017,6,1,1.0
2017,7,1,1.0
2017,8,1,1.0
2017,9,1,1.0
2017,10,1,1.0
2017,11,1,1.0
2017,12,1,1.0
2017,1,2,1.0
2017,2,2,1.0
2017,3,2,1.0
2017,4,2,1.0
2017,5,2,1.0
2017,6,2,1.0
2017,7,2,1.0
2017,8,2,1.0
2017,9,2,1.0
2017,10,2,1.0
2017,11,2,1.0
2017,12,2,1.0
2017,1,3,1.0
2017,2,3,1.0
2017,3,3,1.0
2017,4,3,1.0
2017,5,3,1.0
2017,6,3,1.0
2017,7,3,1.0
2017,8,3,1.0
2017,9,3,1.0
2017,10,3,1.0
2017,11,3,1.0
2017,12,3,1.0
2018,1,1,1.0
2018,2,1,1.0
2018,3,1,1.0
2018,4,1,1.0
2018,5,1,1.0
2018,6,1,1.0
2018,7,1,1.0
2018,8,1,1.0
2018,9,1,1.0
2018,10,1,1.0
2018,11,1,1.0
2018,12,1,1.0
2018,1,2,1.0
2018,2,2,1.0
2018,3,2,1.0
2018,4,2,1.0
2018,5,2,1.0
2018,6,2,1.0
2018,7,2,1.0
2018,8,2,1.0
2018,9,2,1.0
2018,10,2,1.0
2018,11,2,1.0
2018,12,2,1.0
2018,1,3,1.0
2018,2,3,1.0
2018,3,3,1.0
2018,4,3,1.0
2018,5,3,1.0
2018,6,3,1.0
2018,7,3,1.0
2018,8,3,1.0
2018,9,3,1.0
2018,10,3,1.0
2018,11,3,1.0
2018,12,3,1.0
2019,1,1,1.0
2019,2,1,1.0
2019,3,1,1.0
2019,4,1,0.9844
2019,5,1,0.9864
2019,6,1,0.9862
2019,7,1,0.9859
2019,8,1,0.9869
2019,9,1,0.9853
2019,10,1,0.9845
2019,11,1,0.9844
2019,12,1,0.9851
2019,1,2,1.0
2019,2,2,1.0
2019,3,2,1.0
2019,4,2,0.9844
2019,5,2,0.9864
2019,6,2,0.9862
2019,7,2,0.9859
2019,8,2,0.9869
2019,9,2,0.9853
2019,10,2,0.9845
2019,11,2,0.9844
2019,12,2,0.9851
2019,1,3,1.0
2019,2,3,1.0
2019,3,3,1.0
2019,4,3,1.0146
2019,5,3,1.0167
2019,6,3,1.0166
2019,7,3,1.0162
2019,8,3,1.0173
2019,9,3,1.0157
2019,10,3,1.0148
2019,11,3,1.0147
2019,12,3,1.0154
2020,1,1,0.9851
2020,2,1,0.9846
2020,3,1,0.9857
2020,4,1,0.9839
2020,5,1,0.9864
2020,6,1,0.9862
2020,7,1,0.9859
2020,8,1,0.9869
2020,9,1,0.9848
2020,10,1,1.0332
2020,11,1,1.0345
2020,12,1,1.0353
2020,1,2,0.9851
2020,2,2,0.9846
2020,3,2,0.9857
2020,4,2,0.9839
2020,5,2,0.9864
2020,6,2,0.9862
2020,7,2,0.9859
2020,8,2,0.9869
2020,9,2,0.9848
2020,10,2,1.0332
2020,11,2,1.0345
2020,12,2,1.0353
2020,1,3,1.0154
2020,2,3,1.0149
2020,3,3,1.016
2020,4,3,1.0141
2020,5,3,1.0167
2020,6,3,1.0166
2020,7,3,1.0162
2020,8,3,1.0173
2020,9,3,1.0152
2020,10,3,0.9661
2020,11,3,0.9673
2020,12,3,0.9681
2021,1,1,1.0329
2021,2,1,1.0337
2021,3,1,1.0353
2021,4,1,1.0312
2021,5,1,1.0312
2021,6,1,1.0316
2021,7,1,1.0288
2021,8,1,1.03
2021,9,1,1.0324
2021,10,1,1.031
2021,11,1,1.0345
2021,12,1,1.0341
2021,1,2,1.0329
2021,2,2,1.0337
2021,3,2,1.0353
2021,4,2,1.0312
2021,5,2,1.0312
2021,6,2,1.0316
2021,7,2,1.0288
2021,8,2,1.03
2021,9,2,1.0324
2021,10,2,1.031
2021,11,2,1.0345
2021,12,2,1.0341
2021,1,3,0.9658
2021,2,3,0.9665
2021,3,3,0.9681
2021,4,3,0.9643
2021,5,3,0.9643
2021,6,3,0.9646
2021,7,3,0.962
2021,8,3,0.9631
2021,9,3,0.9654
2021,10,3,0.964
2021,11,3,0.9673
2021,12,3,0.967
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
2017,6,1,1.0
2017,7,1,1.0
2017,8,1,1.0
2017,9,1,1.0
2017,10,1,1.0
2017,11,1,1.0
2017,12,1,1.0
2017,1,2,1.0
2017,2,2,1.0
2017,3,2,1.0
2017,4,2,1.0
2017,5,2,1.0
2017,6,2,1.0
2017,7,2,1.0
2017,8,2,1.0
2017,9,2,1.0
2017,10,2,1.0
2017,11,2,1.0
2017,12,2,1.0
2017,1,3,1.0
2017,2,3,1.0
2017,3,3,1.0
2017,4,3,1.0
2017,5,3,1.0
2017,6,3,1.0
2017,7,3,1.0
2017,8,3,1.0
2017,9,3,1.0
2017,10,3,1.0
2017,11,3,1.0
2017,12,3,1.0
2018,1,1,1.0
2018,2,1,1.0
2018,3,1,1.0
2018,4,1,1.0
2018,5,1,1.0
2018,6,1,1.0
2018,7,1,1.0
2018,8,1,1.0
2018,9,1,1.0
2018,10,1,1.0
2018,11,1,1.0
2018,12,1,1.0
2018,1,2,1.0
2018,2,2,1.0
2018,3,2,1.0
2018,4,2,1.0
2018,5,2,1.0
2018,6,2,1.0
2018,7,2,1.0
2018,8,2,1.0
2018,9,2,1.0
2018,10,2,1.0
2018,11,2,1.0
2018,12,2,1.0
2018,1,3,1.0
2018,2,3,1.0
2018,3,3,1.0
2018,4,3,1.0
2018,5,3,1.0
2018,6,3,1.0
2018,7,3,1.0
2018,8,3,1.0
2018,9,3,1.0
2018,10,3,1.0
2018,11,3,1.0
2018,12,3,1.0
2019,1,1,1.0
2019,2,1,1.0
2019,3,1,1.0
2019,4,1,1.0
2019,5,1,1.0
2019,6,1,1.0
2019,7,1,1.0
2019,8,1,1.0
2019,9,1,1.0
2019,10,1,1.0
2019,11,1,1.0
2019,12,1,1.0
2019,1,2,1.0
2019,2,2,1.0
2019,3,2,1.0
2019,4,2,1.0
2019,5,2,1.0
2019,6,2,1.0
2019,7,2,1.0
2019,8,2,1.0
2019,9,2,1.0
2019,10,2,1.0
2019,11,2,1.0
2019,12,2,1.0
2019,1,3,1.0
2019,2,3,1.0
2019,3,3,1.0
2019,4,3,1.0
2019,5,3,1.0
2019,6,3,1.0
2019,7,3,1.0
2019,8,3,1.0
2019,9,3,1.0
2019,10,3,1.0
2019,11,3,1.0
2019,12,3,1.0
2020,1,1,1.0
2020,2,1,1.0
2020,3,1,1.0
2020,4,1,1.0
2020,5,1,1.0
2020,6,1,1.0
2020,7,1,1.0
2020,8,1,1.0
2020,9,1,1.0
2020,10,1,1.0
2020,11,1,1.0
2020,12,1,1.0
2020,1,2,1.0
2020,2,2,1.0
2020,3,2,1.0
2020,4,2,1.0
2020,5,2,1.0
2020,6,2,1.0
2020,7,2,1.0
2020,8,2,1.0
2020,9,2,1.0
2020,10,2,1.0
2020,11,2,1.0
2020,12,2,1.0
2020,1,3,1.0
2020,2,3,1.0
2020,3,3,1.0
2020,4,3,1.0
2020,5,3,1.0
2020,6,3,1.0
2020,7,3,1.0
2020,8,3,1.0
2020,9,3,1.0
2020,10,3,1.0
2020,11,3,1.0
2020,12,3,1.0
2021,1,1,1.0
2021,2,1,1.0
2021,3,1,1.0
2021,4,1,1.0
2021,5,1,1.0
2021,6,1,1.0
2021,7,1,1.0
2021,8,1,1.0
2021,9,1,1.0
2021,10,1,1.0
2021,11,1,1.0
2021,12,1,1.0
2021,1,2,1.0
2021,2,2,1.0
2021,3,2,1.0
2021,4,2,1.0
2021,5,2,1.0
2021,6,2,1.0
2021,7,2,1.0
2021,8,2,1.0
2021,9,2,1.0
2021,10,2,1.0
2021,11,2,1.0
2021,12,2,1.0
2021,1,3,1.0
2021,2,3,1.0
2021,3,3,1.0
2021,4,3,1.0
2021,5,3,1.0
2021,6,3,1.0
2021,7,3,1.0
2021,8,3,1.0
2021,9,3,1.0
2021,10,3,1.0
2021,11,3,1.0
2021,12,3,1.0
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
2017,6,1,1.0
2017,7,1,1.0
2017,8,1,1.0
2017,9,1,1.0
2017,10,1,1.0
2017,11,1,1.0
2017,12,1,1.0
2017,1,2,1.0
2017,2,2,1.0
2017,3,2,1.0
2017,4,2,1.0
2017,5,2,1.0
2017,6,2,1.0
2017,7,2,1.0
2017,8,2,1.0
2017,9,2,1.0
2017,10,2,1.0
2017,11,2,1.0
2017,12,2,1.0
2017,1,3,1.0
2017,2,3,1.0
2017,3,3,1.0
2017,4,3,1.0
2017,5,3,1.0
2017,6,3,1.0
2017,7,3,1.0
2017,8,3,1.0
2017,9,3,1.0
2017,10,3,1.0
2017,11,3,1.0
2017,12,3,1.0
2018,1,1,1.0
2018,2,1,1.0
2018,3,1,1.0
2018,4,1,1.0
2018,5,1,1.0
2018,6,1,1.0
2018,7,1,1.0
2018,8,1,1.0
2018,9,1,1.0
2018,10,1,1.0
2018,11,1,1.0
2018,12,1,1.0
2018,1,2,1.0
2018,2,2,1.0
2018,3,2,1.0
2018,4,2,1.0
2018,5,2,1.0
2018,6,2,1.0
2018,7,2,1.0
2018,8,2,1.0
2018,9,2,1.0
2018,10,2,1.0
2018,11,2,1.0
2018,12,2,1.0
2018,1,3,1.0
2018,2,3,1.0
2018,3,3,1.0
2018,4,3,1.0
2018,5,3,1.0
2018,6,3,1.0
2018,7,3,1.0
2018,8,3,1.0
2018,9,3,1.0
2018,10,3,1.0
2018,11,3,1.0
2018,12,3,1.0
2019,1,1,1.0
2019,2,1,1.0
2019,3,1,1.0
2019,4,1,1.0
2019,5,1,1.0
2019,6,1,1.0
2019,7,1,1.0
2019,8,1,1.0
2019,9,1,1.0
2019,10,1,1.0
2019,11,1,1.0
2019,12,1,1.0
2019,1,2,1.0
2019,2,2,1.0
2019,3,2,1.0
2019,4,2,1.0
2019,5,2,1.0
2019,6,2,1.0
2019,7,2,1.0
2019,8,2,1.0
2019,9,2,1.0
2019,10,2,1.0
2019,11,2,1.0
2019,12,2,1.0
2019,1,3,1.0
2019,2,3,1.0
2019,3,3,1.0
2019,4,3,1.0
2019,5,3,1.0
2019,6,3,1.0
2019,7,3,1.0
2019,8,3,1.0
2019,9,3,1.0
2019,10,3,1.0
2019,11,3,1.0
2019,12,3,1.0
2020,1,1,1.0
2020,2,1,1.0
2020,3,1,1.0
2020,4,1,1.0
2020,5,1,1.0
2020,6,1,1.0
2020,7,1,1.0
2020,8,1,1.0
2020,9,1,1.0
2020,10,1,1.0
2020,11,1,1.0
2020,12,1,1.0
2020,1,2,1.0
2020,2,2,1.0
2020,3,2,1.0
2020,4,2,1.0
2020,5,2,1.0
2020,6,2,1.0
2020,7,2,1.0
2020,8,2,1.0
2020,9,2,1.0
2020,10,2,1.0
2020,11,2,1.0
2020,12,2,1.0
2020,1,3,1.0
2020,2,3,1.0
2020,3,3,1.0
2020,4,3,1.0
2020,5,3,1.0
2020,6,3,1.0
2020,7,3,1.0
2020,8,3,1.0
2020,9,3,1.0
2020,10,3,1.0
2020,11,3,1.0
2020,12,3,1.0
2021,1,1,1.0
2021,2,1,1.0
2021,3,1,1.0
2021,4,1,1.0
2021,5,1,1.0
2021,6,1,1.0
2021,7,1,1.0
2021,8,1,1.0
2021,9,1,1.0
2021,10,1,1.0
2021,11,1,1.0
2021,12,1,1.0
2021,1,2,1.0
2021,2,2,1.0
2021,3,2,1.0
2021,4,2,1.0
2021,5,2,1.0
2021,6,2,1.0
2021,7,2,1.0
2021,8,2,1.0
2021,9,2,1.0
2021,10,2,1.0
2021,11,2,1.0
2021,12,2,1.0
2021,1,3,1.0
2021,2,3,1.0
2021,3,3,1.0
2021,4,3,1.0
2021,5,3,1.0
2021,6,3,1.0
2021,7,3,1.0
2021,8,3,1.0
2021,9,3,1.0
2021,10,3,1.0
2021,11,3,1.0
2021,12,3,1.0
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
2017,6,1,1.0
2017,7,1,1.0
2017,8,1,1.0
2017,9,1,1.0
2017,10,1,1.0109
2017,11,1,1.0021
2017,12,1,0.9966
2017,1,2,1.0
2017,2,2,1.0
2017,3,2,1.0
2017,4,2,1.0
2017,5,2,1.0
2017,6,2,1.0
2017,7,2,1.0
2017,8,2,1.0
2017,9,2,1.0
2017,10,2,1.0193
2017,11,2,1.0218
2017,12,2,1.0087
2017,1,3,1.0
2017,2,3,1.0
2017,3,3,1.0
2017,4,3,1.0
2017,5,3,1.0
2017,6,3,1.0
2017,7,3,1.0
2017,8,3,1.0
2017,9,3,1.0
2017,10,3,0.9851
2017,11,3,0.9879
2017,12,3,0.9968
2018,1,1,1.0019
2018,2,1,1.0005
2018,3,1,0.9981
2018,4,1,1.008
2018,5,1,1.0113
2018,6,1,1.0152
2018,7,1,1.0213
2018,8,1,1.0215
2018,9,1,1.0151
2018,10,1,1.0114
2018,11,1,1.0022
2018,12,1,0.9965
2018,1,2,1.0118
2018,2,2,1.0108
2018,3,2,1.0073
2018,4,2,1.0081
2018,5,2,1.0033
2018,6,2,1.0059
2018,7,2,1.0056
2018,8,2,1.0038
2018,9,2,1.0191
2018,10,2,1.0197
2018,11,2,1.0218
2018,12,2,1.0086
2018,1,3,0.9934
2018,2,3,0.9941
2018,3,3,0.9967
2018,4,3,0.9919
2018,5,3,0.9904
2018,6,3,0.9858
2018,7,3,0.9807
2018,8,3,0.9813
2018,9,3,0.982
2018,10,3,0.9855
2018,11,3,0.9879
2018,12,3,0.9967
2019,1,1,1.0017
2019,2,1,1.0003
2019,3,1,0.9982
2019,4,1,1.0083
2019,5,1,1.011
2019,6,1,1.0152
2019,7,1,1.022
2019,8,1,1.0208
2019,9,1,1.0151
2019,10,1,1.0114
2019,11,1,1.0024
2019,12,1,0.9968
2019,1,2,1.0116
2019,2,2,1.0106
2019,3,2,1.0074
2019,4,2,1.0084
2019,5,2,1.0029
2019,6,2,1.0059
2019,7,2,1.0063
2019,8,2,1.0031
2019,9,2,1.019
2019,10,2,1.0197
2019,11,2,1.0217
2019,12,2,1.0087
2019,1,3,0.9932
2019,2,3,0.9939
2019,3,3,0.9967
2019,4,3,0.9922
2019,5,3,0.9901
2019,6,3,0.9858
2019,7,3,0.9814
2019,8,3,0.9807
2019,9,3,0.982
2019,10,3,0.9855
2019,11,3,0.9878
2019,12,3,0.9967
2020,1,1,1.0017
2020,2,1,1.0006
2020,3,1,0.9983
2020,4,1,1.0086
2020,5,1,1.0109
2020,6,1,1.0152
2020,7,1,1.0219
2020,8,1,1.0208
2020,9,1,1.0157
2020,10,1,1.0111
2020,11,1,1.0024
2020,12,1,0.997
2020,1,2,1.0113
2020,2,2,1.0108
2020,3,2,1.0073
2020,4,2,1.0086
2020,5,2,1.0029
2020,6,2,1.0059
2020,7,2,1.0063
2020,8,2,1.0031
2020,9,2,1.0195
2020,10,2,1.0192
2020,11,2,1.0217
2020,12,2,1.0089
2020,1,3,0.9929
2020,2,3,0.994
2020,3,3,0.9966
2020,4,3,0.9925
2020,5,3,0.9901
2020,6,3,0.9858
2020,7,3,0.9814
2020,8,3,0.9807
2020,9,3,0.9826
2020,10,3,0.985
2020,11,3,0.9878
2020,12,3,0.9968
2021,1,1,1.0017
2021,2,1,1.0006
2021,3,1,0.9986
2021,4,1,1.0075
2021,5,1,1.0113
2021,6,1,1.0157
2021,7,1,1.0205
2021,8,1,1.0215
2021,9,1,1.0151
2021,10,1,1.0102
2021,11,1,1.0025
2021,12,1,0.997
2021,1,2,1.0113
2021,2,2,1.0107
2021,3,2,1.0076
2021,4,2,1.0075
2021,5,2,1.0032
2021,6,2,1.0064
2021,7,2,1.0049
2021,8,2,1.0038
2021,9,2,1.019
2021,10,2,1.0183
2021,11,2,1.0217
2021,12,2,1.0088
2021,1,3,0.9929
2021,2,3,0.994
2021,3,3,0.9968
2021,4,3,0.9914
2021,5,3,0.9905
2021,6,3,0.9863
2021,7,3,0.9801
2021,8,3,0.9814
2021,9,3,0.982
2021,10,3,0.9842
2021,11,3,0.9878
2021,12,3,0.9967
2017,1,1,1.0
2017,2,1,1.0
2017,3,1,1.0
2017,4,1,1.0
2017,5,1,1.0
