ticker,data,submercado,duracao_meses,preco_compra,preco_venda,limite_compra,limite_venda
SE26MAR3,2026-03-01,SE,3,156.05,151.44,100,100
SE26ABR3,2026-04-01,SE,3,158.24,153.56,100,100
SE26MAI3,2026-05-01,SE,3,170.09,165.06,100,100
SE26JUN3,2026-06-01,SE,3,178.9,173.61,100,100
SE26JUL3,2026-07-01,SE,3,196.94,191.12,100,100
SE26AGO3,2026-08-01,SE,3,208.84,202.67,100,100
SE26SET3,2026-09-01,SE,3,210.45,204.23,100,100
SE26OUT3,2026-10-01,SE,3,191.84,186.17,100,100
SE26NOV3,2026-11-01,SE,3,175.35,170.17,100,100
SE26DEZ3,2026-12-01,SE,3,160.94,156.18,100,100
SE27JAN3,2027-01-01,SE,3,161.22,156.45,100,100
SE27FEV3,2027-02-01,SE,3,155.44,150.85,100,100
SE27MAR3,2027-03-01,SE,3,161.08,156.32,100,100
SE27ABR3,2027-04-01,SE,3,162.56,157.75,100,100
SE27MAI3,2027-05-01,SE,3,173.54,168.41,100,100
SE27JUN3,2027-06-01,SE,3,181.84,176.46,100,100
SE27JUL3,2027-07-01,SE,3,200.3,194.38,100,100
SE27AGO3,2027-08-01,SE,3,213.44,207.13,100,100
SE27SET3,2027-09-01,SE,3,215.09,208.73,100,100
SE27OUT3,2027-10-01,SE,3,196.43,190.62,100,100
SE27NOV3,2027-11-01,SE,3,176.57,171.35,100,100
SE27DEZ3,2027-12-01,SE,3,160.15,155.42,100,100
SE28JAN3,2028-01-01,SE,3,158.52,153.84,100,100
SE28FEV3,2028-02-01,SE,3,154.4,149.84,100,100
SE28MAR3,2028-03-01,SE,3,161.27,156.5,100,100
SE28ABR3,2028-04-01,SE,3,161.81,157.03,100,100
SE28MAI3,2028-05-01,SE,3,170.93,165.87,100,100
SE28JUN3,2028-06-01,SE,3,177.09,171.85,100,100
SE28JUL3,2028-07-01,SE,3,196.22,190.42,100,100
SE28AGO3,2028-08-01,SE,3,209.33,203.14,100,100
SE28SET3,2028-09-01,SE,3,211.51,205.26,100,100
SE28OUT3,2028-10-01,SE,3,192.75,187.06,100,100
SE28NOV3,2028-11-01,SE,3,176.99,171.76,100,100
SE28DEZ3,2028-12-01,SE,3,165.15,160.27,100,100
SE29JAN3,2029-01-01,SE,3,166.78,161.85,100,100
SE29FEV3,2029-02-01,SE,3,161.6,156.83,100,100
SE29MAR3,2029-03-01,SE,3,165.41,160.52,100,100
SE29ABR3,2029-04-01,SE,3,165.2,160.32,100,100
SE29MAI3,2029-05-01,SE,3,175.39,170.21,100,100
SE29JUN3,2029-06-01,SE,3,182.96,177.56,100,100
SE29JUL3,2029-07-01,SE,3,201.13,195.18,100,100
SE29AGO3,2029-08-01,SE,3,213.23,206.93,100,100
SE29SET3,2029-09-01,SE,3,213.51,207.2,100,100
SE29OUT3,2029-10-01,SE,3,192.98,187.27,100,100
SE29NOV3,2029-11-01,SE,3,173.47,168.35,100,100
SE29DEZ3,2029-12-01,SE,3,158.34,153.66,100,100
SE30JAN3,2030-01-01,SE,3,157.74,153.08,100,100
SE30FEV3,2030-02-01,SE,3,152.36,147.85,100,100
SE30MAR3,2030-03-01,SE,3,157.8,153.13,100,100
SE30ABR3,2030-04-01,SE,3,158.58,153.9,100,100
SE30MAI3,2030-05-01,SE,3,168.42,163.45,100,100
SE30JUN3,2030-06-01,SE,3,175.15,169.97,100,100
SE30JUL3,2030-07-01,SE,3,192.48,186.79,100,100
SE30AGO3,2030-08-01,SE,3,204.74,198.69,100,100
SE30SET3,2030-09-01,SE,3,206.61,200.5,100,100
SE30OUT3,2030-10-01,SE,3,189.02,183.43,100,100
SE26JAN6,2026-01-01,SE,6,156.24,154.69,100,100
SE26FEV6,2026-02-01,SE,6,159.0,157.42,100,100
SE26MAR6,2026-03-01,SE,6,165.83,164.18,100,100
SE26ABR6,2026-04-01,SE,6,175.84,174.09,100,100
SE26MAI6,2026-05-01,SE,6,187.6,185.73,100,100
SE26JUN6,2026-06-01,SE,6,192.76,190.84,100,100
SE26JUL6,2026-07-01,SE,6,192.48,190.56,100,100
SE26AGO6,2026-08-01,SE,6,190.2,188.31,100,100
SE26SET6,2026-09-01,SE,6,183.86,182.03,100,100
SE26OUT6,2026-10-01,SE,6,174.79,173.05,100,100
SE26NOV6,2026-11-01,SE,6,163.77,162.14,100,100
SE26DEZ6,2026-12-01,SE,6,159.42,157.83,100,100
SE27JAN6,2027-01-01,SE,6,160.29,158.7,100,100
SE27FEV6,2027-02-01,SE,6,162.87,161.25,100,100
SE27MAR6,2027-03-01,SE,6,169.77,168.08,100,100
SE27ABR6,2027-04-01,SE,6,179.64,177.85,100,100
SE27MAI6,2027-05-01,SE,6,191.58,189.68,100,100
SE27JUN6,2027-06-01,SE,6,196.51,194.55,100,100
SE27JUL6,2027-07-01,SE,6,196.41,194.45,100,100
SE27AGO6,2027-08-01,SE,6,193.08,191.16,100,100
SE27SET6,2027-09-01,SE,6,185.77,183.92,100,100
SE27OUT6,2027-10-01,SE,6,175.73,173.98,100,100
SE27NOV6,2027-11-01,SE,6,163.86,162.23,100,100
SE27DEZ6,2027-12-01,SE,6,159.13,157.54,100,100
SE28JAN6,2028-01-01,SE,6,158.59,157.01,100,100
SE28FEV6,2028-02-01,SE,6,161.06,159.46,100,100
SE28MAR6,2028-03-01,SE,6,167.51,165.84,100,100
SE28ABR6,2028-04-01,SE,6,177.25,175.49,100,100
SE28MAI6,2028-05-01,SE,6,188.25,186.38,100,100
SE28JUN6,2028-06-01,SE,6,192.38,190.47,100,100
SE28JUL6,2028-07-01,SE,6,192.57,190.65,100,100
SE28AGO6,2028-08-01,SE,6,191.26,189.35,100,100
SE28SET6,2028-09-01,SE,6,186.48,184.62,100,100
SE28OUT6,2028-10-01,SE,6,177.99,176.22,100,100
SE28NOV6,2028-11-01,SE,6,167.63,165.96,100,100
SE28DEZ6,2028-12-01,SE,6,163.65,162.02,100,100
SE29JAN6,2029-01-01,SE,6,164.36,162.72,100,100
SE29FEV6,2029-02-01,SE,6,166.84,165.18,100,100
SE29MAR6,2029-03-01,SE,6,172.47,170.75,100,100
SE29ABR6,2029-04-01,SE,6,181.36,179.56,100,100
SE29MAI6,2029-05-01,SE,6,192.4,190.48,100,100
SE29JUN6,2029-06-01,SE,6,196.28,194.33,100,100
SE29JUL6,2029-07-01,SE,6,195.11,193.17,100,100
SE29AGO6,2029-08-01,SE,6,191.45,189.54,100,100
SE29SET6,2029-09-01,SE,6,184.09,182.26,100,100
SE29OUT6,2029-10-01,SE,6,173.63,171.9,100,100
SE29NOV6,2029-11-01,SE,6,161.31,159.7,100,100
SE29DEZ6,2029-12-01,SE,6,156.51,154.96,100,100
SE30JAN6,2030-01-01,SE,6,156.6,155.04,100,100
SE30FEV6,2030-02-01,SE,6,158.81,157.23,100,100
SE30MAR6,2030-03-01,SE,6,164.83,163.19,100,100
SE30ABR6,2030-04-01,SE,6,173.8,172.07,100,100
SE30MAI6,2030-05-01,SE,6,184.75,182.91,100,100
SE30JUN6,2030-06-01,SE,6,189.0,187.12,100,100
SE30JUL6,2030-07-01,SE,6,188.87,186.99,100,100
