mes,no,no_pai,pld_sub,exposicao_sub,ticker,compra_mwm,venda_mwm,saldo_mi
2026-05-01,146,49,700.18,5.2093392e7,NE26MAI1,100.0,0.0,902.899
2026-05-01,146,49,700.18,5.2093392e7,NE26MAI3,100.0,0.0,902.899
2026-05-01,146,49,700.18,5.2093392e7,NE26MAI6,100.0,0.0,902.899
2026-05-01,146,49,138.75,-1.0323e7,S26MAI1,0.0,100.0,902.899
2026-05-01,146,49,138.75,-1.0323e7,S26MAI3,0.0,100.0,902.899
2026-05-01,146,49,138.75,-1.0323e7,S26MAI6,0.0,100.0,902.899
2026-05-01,146,49,563.7,4.193928e7,SE26MAI1,100.0,0.0,902.899
2026-05-01,146,49,563.7,4.193928e7,SE26MAI3,100.0,0.0,902.899
2026-05-01,146,49,563.7,4.193928e7,SE26MAI6,100.0,0.0,902.899
2026-05-01,147,49,57.31,4.263864e6,N26MAI1,100.0,-0.0,126.527
2026-05-01,147,49,57.31,-4.263864e6,N26MAI3,-0.0,100.0,126.527
2026-05-01,147,49,57.31,-4.263864e6,N26MAI6,-0.0,100.0,126.527
2026-05-01,147,49,57.31,4.263864e6,NE26MAI1,100.0,-0.0,126.527
2026-05-01,147,49,57.31,4.263864e6,NE26MAI3,100.0,-0.0,126.527
2026-05-01,147,49,57.31,4.263864e6,NE26MAI6,100.0,-0.0,126.527
2026-05-01,147,49,57.31,-4.263864e6,S26MAI1,-0.0,100.0,126.527
2026-05-01,147,49,57.31,-4.263864e6,S26MAI3,-0.0,100.0,126.527
2026-05-01,147,49,57.31,-4.263864e6,S26MAI6,-0.0,100.0,126.527
2026-05-01,147,49,57.31,4.263864e6,SE26MAI1,100.0,-0.0,126.527
2026-05-01,147,49,57.31,4.263864e6,SE26MAI3,100.0,-0.0,126.527
2026-05-01,147,49,57.31,4.263864e6,SE26MAI6,100.0,-0.0,126.527
2026-05-01,148,49,72.09,5.363496e6,N26MAI1,100.0,-0.0,197.272
2026-05-01,148,49,72.09,-5.363496e6,N26MAI3,-0.0,100.0,197.272
2026-05-01,148,49,72.09,-5.363496e6,N26MAI6,-0.0,100.0,197.272
2026-05-01,148,49,130.67,9.721848e6,NE26MAI1,100.0,-0.0,197.272
2026-05-01,148,49,130.67,9.721848e6,NE26MAI3,100.0,-0.0,197.272
2026-05-01,148,49,130.67,9.721848e6,NE26MAI6,100.0,-0.0,197.272
2026-05-01,148,49,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,197.272
2026-05-01,148,49,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,197.272
2026-05-01,148,49,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,197.272
2026-05-01,148,49,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,197.272
2026-05-01,148,49,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,197.272
2026-05-01,148,49,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,197.272
2026-05-01,149,50,254.83,1.8959352e7,N26MAI1,100.0,0.0,2204.223
2026-05-01,149,50,254.83,-1.8959352e7,N26MAI3,0.0,100.0,2204.223
2026-05-01,149,50,254.83,-1.8959352e7,N26MAI6,0.0,100.0,2204.223
2026-05-01,149,50,700.18,5.2093392e7,NE26MAI1,100.0,0.0,2204.223
2026-05-01,149,50,700.18,5.2093392e7,NE26MAI3,100.0,0.0,2204.223
2026-05-01,149,50,700.18,5.2093392e7,NE26MAI6,100.0,0.0,2204.223
2026-05-01,149,50,138.75,-1.0323e7,S26MAI1,0.0,100.0,2204.223
2026-05-01,149,50,138.75,-1.0323e7,S26MAI3,0.0,100.0,2204.223
2026-05-01,149,50,138.75,-1.0323e7,S26MAI6,0.0,100.0,2204.223
2026-05-01,149,50,563.7,4.193928e7,SE26MAI1,100.0,0.0,2204.223
2026-05-01,149,50,563.7,4.193928e7,SE26MAI3,100.0,0.0,2204.223
2026-05-01,149,50,563.7,4.193928e7,SE26MAI6,100.0,0.0,2204.223
2026-05-01,150,50,57.31,4.263864e6,N26MAI1,100.0,-0.0,1457.242
2026-05-01,150,50,57.31,-4.263864e6,N26MAI3,-0.0,100.0,1457.242
2026-05-01,150,50,57.31,-4.263864e6,N26MAI6,-0.0,100.0,1457.242
2026-05-01,150,50,57.31,4.263864e6,NE26MAI1,100.0,-0.0,1457.242
2026-05-01,150,50,57.31,4.263864e6,NE26MAI3,100.0,-0.0,1457.242
2026-05-01,150,50,57.31,4.263864e6,NE26MAI6,100.0,-0.0,1457.242
2026-05-01,150,50,57.31,-4.263864e6,S26MAI1,-0.0,100.0,1457.242
2026-05-01,150,50,57.31,-4.263864e6,S26MAI3,-0.0,100.0,1457.242
2026-05-01,150,50,57.31,-4.263864e6,S26MAI6,-0.0,100.0,1457.242
2026-05-01,150,50,57.31,4.263864e6,SE26MAI1,100.0,-0.0,1457.242
2026-05-01,150,50,57.31,4.263864e6,SE26MAI3,100.0,-0.0,1457.242
2026-05-01,150,50,57.31,4.263864e6,SE26MAI6,100.0,-0.0,1457.242
2026-05-01,151,50,72.09,5.363496e6,N26MAI1,100.0,-0.0,1525.788
2026-05-01,151,50,72.09,-5.363496e6,N26MAI3,-0.0,100.0,1525.788
2026-05-01,151,50,72.09,-5.363496e6,N26MAI6,-0.0,100.0,1525.788
2026-05-01,151,50,130.67,9.721848e6,NE26MAI1,100.0,-0.0,1525.788
2026-05-01,151,50,130.67,9.721848e6,NE26MAI3,100.0,-0.0,1525.788
2026-05-01,151,50,130.67,9.721848e6,NE26MAI6,100.0,-0.0,1525.788
2026-05-01,151,50,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,1525.788
2026-05-01,151,50,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,1525.788
2026-05-01,151,50,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,1525.788
2026-05-01,151,50,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,1525.788
2026-05-01,151,50,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,1525.788
2026-05-01,151,50,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,1525.788
2026-05-01,152,51,254.83,1.8959352e7,N26MAI1,100.0,0.0,1327.283
2026-05-01,152,51,254.83,-1.8959352e7,N26MAI3,0.0,100.0,1327.283
2026-05-01,152,51,254.83,-1.8959352e7,N26MAI6,0.0,100.0,1327.283
2026-05-01,152,51,700.18,5.2093392e7,NE26MAI1,100.0,0.0,1327.283
2026-05-01,152,51,700.18,5.2093392e7,NE26MAI3,100.0,0.0,1327.283
2026-05-01,152,51,700.18,5.2093392e7,NE26MAI6,100.0,0.0,1327.283
2026-05-01,152,51,138.75,-1.0323e7,S26MAI1,0.0,100.0,1327.283
2026-05-01,152,51,138.75,-1.0323e7,S26MAI3,0.0,100.0,1327.283
2026-05-01,152,51,138.75,-1.0323e7,S26MAI6,0.0,100.0,1327.283
2026-05-01,152,51,563.7,4.193928e7,SE26MAI1,100.0,0.0,1327.283
2026-05-01,152,51,563.7,4.193928e7,SE26MAI3,100.0,0.0,1327.283
2026-05-01,152,51,563.7,4.193928e7,SE26MAI6,100.0,0.0,1327.283
2026-05-01,153,51,57.31,4.263864e6,N26MAI1,100.0,-0.0,580.303
2026-05-01,153,51,57.31,-4.263864e6,N26MAI3,-0.0,100.0,580.303
2026-05-01,153,51,57.31,-4.263864e6,N26MAI6,-0.0,100.0,580.303
2026-05-01,153,51,57.31,4.263864e6,NE26MAI1,100.0,-0.0,580.303
2026-05-01,153,51,57.31,4.263864e6,NE26MAI3,100.0,-0.0,580.303
2026-05-01,153,51,57.31,4.263864e6,NE26MAI6,100.0,-0.0,580.303
2026-05-01,153,51,57.31,-4.263864e6,S26MAI1,-0.0,100.0,580.303
2026-05-01,153,51,57.31,-4.263864e6,S26MAI3,-0.0,100.0,580.303
2026-05-01,153,51,57.31,-4.263864e6,S26MAI6,-0.0,100.0,580.303
2026-05-01,153,51,57.31,4.263864e6,SE26MAI1,100.0,-0.0,580.303
2026-05-01,153,51,57.31,4.263864e6,SE26MAI3,100.0,-0.0,580.303
2026-05-01,153,51,57.31,4.263864e6,SE26MAI6,100.0,-0.0,580.303
2026-05-01,154,51,72.09,5.363496e6,N26MAI1,100.0,-0.0,648.848
2026-05-01,154,51,72.09,-5.363496e6,N26MAI3,-0.0,100.0,648.848
2026-05-01,154,51,72.09,-5.363496e6,N26MAI6,-0.0,100.0,648.848
2026-05-01,154,51,130.67,9.721848e6,NE26MAI1,100.0,-0.0,648.848
2026-05-01,154,51,130.67,9.721848e6,NE26MAI3,100.0,-0.0,648.848
2026-05-01,154,51,130.67,9.721848e6,NE26MAI6,100.0,-0.0,648.848
2026-05-01,154,51,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,648.848
2026-05-01,154,51,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,648.848
2026-05-01,154,51,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,648.848
2026-05-01,154,51,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,648.848
2026-05-01,154,51,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,648.848
2026-05-01,154,51,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,648.848
2026-05-01,155,52,254.83,1.8959352e7,N26MAI1,100.0,0.0,1462.625
2026-05-01,155,52,254.83,-1.8959352e7,N26MAI3,0.0,100.0,1462.625
2026-05-01,155,52,254.83,-1.8959352e7,N26MAI6,0.0,100.0,1462.625
2026-05-01,155,52,700.18,5.2093392e7,NE26MAI1,100.0,0.0,1462.625
2026-05-01,155,52,700.18,5.2093392e7,NE26MAI3,100.0,0.0,1462.625
2026-05-01,155,52,700.18,5.2093392e7,NE26MAI6,100.0,0.0,1462.625
2026-05-01,155,52,138.75,-1.0323e7,S26MAI1,0.0,100.0,1462.625
2026-05-01,155,52,138.75,-1.0323e7,S26MAI3,0.0,100.0,1462.625
2026-05-01,155,52,138.75,-1.0323e7,S26MAI6,0.0,100.0,1462.625
2026-05-01,155,52,563.7,4.193928e7,SE26MAI1,100.0,0.0,1462.625
2026-05-01,155,52,563.7,4.193928e7,SE26MAI3,100.0,0.0,1462.625
2026-05-01,155,52,563.7,4.193928e7,SE26MAI6,100.0,0.0,1462.625
2026-05-01,156,52,57.31,4.263864e6,N26MAI1,100.0,-0.0,715.644
2026-05-01,156,52,57.31,-4.263864e6,N26MAI3,-0.0,100.0,715.644
2026-05-01,156,52,57.31,-4.263864e6,N26MAI6,-0.0,100.0,715.644
2026-05-01,156,52,57.31,4.263864e6,NE26MAI1,100.0,-0.0,715.644
2026-05-01,156,52,57.31,4.263864e6,NE26MAI3,100.0,-0.0,715.644
2026-05-01,156,52,57.31,4.263864e6,NE26MAI6,100.0,-0.0,715.644
2026-05-01,156,52,57.31,-4.263864e6,S26MAI1,-0.0,100.0,715.644
2026-05-01,156,52,57.31,-4.263864e6,S26MAI3,-0.0,100.0,715.644
2026-05-01,156,52,57.31,-4.263864e6,S26MAI6,-0.0,100.0,715.644
2026-05-01,156,52,57.31,4.263864e6,SE26MAI1,100.0,-0.0,715.644
2026-05-01,156,52,57.31,4.263864e6,SE26MAI3,100.0,-0.0,715.644
2026-05-01,156,52,57.31,4.263864e6,SE26MAI6,100.0,-0.0,715.644
2026-05-01,157,52,72.09,5.363496e6,N26MAI1,100.0,-0.0,784.19
2026-05-01,157,52,72.09,-5.363496e6,N26MAI3,-0.0,100.0,784.19
2026-05-01,157,52,72.09,-5.363496e6,N26MAI6,-0.0,100.0,784.19
2026-05-01,157,52,130.67,9.721848e6,NE26MAI1,100.0,-0.0,784.19
2026-05-01,157,52,130.67,9.721848e6,NE26MAI3,100.0,-0.0,784.19
2026-05-01,157,52,130.67,9.721848e6,NE26MAI6,100.0,-0.0,784.19
2026-05-01,157,52,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,784.19
2026-05-01,157,52,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,784.19
2026-05-01,157,52,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,784.19
2026-05-01,157,52,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,784.19
2026-05-01,157,52,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,784.19
2026-05-01,157,52,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,784.19
2026-05-01,158,53,254.83,1.8959352e7,N26MAI1,100.0,0.0,1093.14
2026-05-01,158,53,254.83,-1.8959352e7,N26MAI3,0.0,100.0,1093.14
2026-05-01,158,53,254.83,-1.8959352e7,N26MAI6,0.0,100.0,1093.14
2026-05-01,158,53,700.18,5.2093392e7,NE26MAI1,100.0,0.0,1093.14
2026-05-01,158,53,700.18,5.2093392e7,NE26MAI3,100.0,0.0,1093.14
2026-05-01,158,53,700.18,5.2093392e7,NE26MAI6,100.0,0.0,1093.14
2026-05-01,158,53,138.75,-1.0323e7,S26MAI1,0.0,100.0,1093.14
2026-05-01,158,53,138.75,-1.0323e7,S26MAI3,0.0,100.0,1093.14
2026-05-01,158,53,138.75,-1.0323e7,S26MAI6,0.0,100.0,1093.14
2026-05-01,158,53,563.7,4.193928e7,SE26MAI1,100.0,0.0,1093.14
2026-05-01,158,53,563.7,4.193928e7,SE26MAI3,100.0,0.0,1093.14
2026-05-01,158,53,563.7,4.193928e7,SE26MAI6,100.0,0.0,1093.14
2026-05-01,159,53,57.31,4.263864e6,N26MAI1,100.0,-0.0,450.902
2026-05-01,159,53,57.31,-4.263864e6,N26MAI3,-0.0,100.0,450.902
2026-05-01,159,53,57.31,-4.263864e6,N26MAI6,-0.0,100.0,450.902
2026-05-01,159,53,57.31,4.263864e6,NE26MAI1,100.0,-0.0,450.902
2026-05-01,159,53,57.31,4.263864e6,NE26MAI3,100.0,-0.0,450.902
2026-05-01,159,53,57.31,4.263864e6,NE26MAI6,100.0,-0.0,450.902
2026-05-01,159,53,57.31,-4.263864e6,S26MAI1,-0.0,100.0,450.902
2026-05-01,159,53,57.31,-4.263864e6,S26MAI3,-0.0,100.0,450.902
2026-05-01,159,53,57.31,-4.263864e6,S26MAI6,-0.0,100.0,450.902
2026-05-01,159,53,57.31,4.263864e6,SE26MAI1,100.0,-0.0,450.902
2026-05-01,159,53,57.31,4.263864e6,SE26MAI3,100.0,-0.0,450.902
2026-05-01,159,53,57.31,4.263864e6,SE26MAI6,100.0,-0.0,450.902
2026-05-01,160,53,72.09,5.363496e6,N26MAI1,100.0,-0.0,499.457
2026-05-01,160,53,72.09,-5.363496e6,N26MAI3,-0.0,100.0,499.457
2026-05-01,160,53,72.09,-5.363496e6,N26MAI6,-0.0,100.0,499.457
2026-05-01,160,53,130.67,9.721848e6,NE26MAI1,100.0,-0.0,499.457
2026-05-01,160,53,130.67,9.721848e6,NE26MAI3,100.0,-0.0,499.457
2026-05-01,160,53,130.67,9.721848e6,NE26MAI6,100.0,-0.0,499.457
2026-05-01,160,53,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,499.457
2026-05-01,160,53,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,499.457
2026-05-01,160,53,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,499.457
2026-05-01,160,53,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,499.457
2026-05-01,160,53,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,499.457
2026-05-01,160,53,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,499.457
2026-05-01,161,54,254.83,-1.8959352e7,N26MAI1,0.0,100.0,361.34
2026-05-01,161,54,254.83,-1.8959352e7,N26MAI3,0.0,100.0,361.34
2026-05-01,161,54,254.83,-1.8959352e7,N26MAI6,0.0,100.0,361.34
2026-05-01,161,54,700.18,5.2093392e7,NE26MAI1,100.0,0.0,361.34
2026-05-01,161,54,700.18,5.2093392e7,NE26MAI3,100.0,0.0,361.34
2026-05-01,161,54,700.18,5.2093392e7,NE26MAI6,100.0,0.0,361.34
2026-05-01,161,54,138.75,-1.0323e7,S26MAI1,0.0,100.0,361.34
2026-05-01,161,54,138.75,-1.0323e7,S26MAI3,0.0,100.0,361.34
2026-05-01,161,54,138.75,-1.0323e7,S26MAI6,0.0,100.0,361.34
2026-05-01,161,54,563.7,-4.193928e7,SE26MAI1,0.0,100.0,361.34
2026-05-01,161,54,563.7,4.104166827e7,SE26MAI3,97.8597,0.0,361.34
2026-05-01,161,54,563.7,-4.193928e7,SE26MAI6,0.0,100.0,361.34
2026-05-01,162,54,57.31,-4.263864e6,N26MAI1,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,N26MAI3,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,N26MAI6,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,4.263864e6,NE26MAI1,100.0,-0.0,-100.0
2026-05-01,162,54,57.31,4.263864e6,NE26MAI3,100.0,-0.0,-100.0
2026-05-01,162,54,57.31,4.263864e6,NE26MAI6,100.0,-0.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,S26MAI1,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,S26MAI3,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,S26MAI6,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,SE26MAI1,-0.0,100.0,-100.0
2026-05-01,162,54,57.31,4.17260601e6,SE26MAI3,97.8597,-0.0,-100.0
2026-05-01,162,54,57.31,-4.263864e6,SE26MAI6,-0.0,100.0,-100.0
2026-05-01,163,54,72.09,-5.363496e6,N26MAI1,-0.0,100.0,-89.415
2026-05-01,163,54,72.09,-5.363496e6,N26MAI3,-0.0,100.0,-89.415
2026-05-01,163,54,72.09,-5.363496e6,N26MAI6,-0.0,100.0,-89.415
2026-05-01,163,54,130.67,9.721848e6,NE26MAI1,100.0,-0.0,-89.415
2026-05-01,163,54,130.67,9.721848e6,NE26MAI3,100.0,-0.0,-89.415
2026-05-01,163,54,130.67,9.721848e6,NE26MAI6,100.0,-0.0,-89.415
2026-05-01,163,54,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,-89.415
2026-05-01,163,54,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,-89.415
2026-05-01,163,54,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,-89.415
2026-05-01,163,54,176.87,-1.3159128e7,SE26MAI1,-0.0,100.0,-89.415
2026-05-01,163,54,176.87,1.287748779e7,SE26MAI3,97.8597,-0.0,-89.415
2026-05-01,163,54,176.87,-1.3159128e7,SE26MAI6,-0.0,100.0,-89.415
2026-05-01,164,55,254.83,0.0,N26MAI1,0.0,0.0,531.906
2026-05-01,164,55,254.83,-1.8959352e7,N26MAI3,0.0,100.0,531.906
2026-05-01,164,55,254.83,-1.8959352e7,N26MAI6,0.0,100.0,531.906
2026-05-01,164,55,700.18,5.2093392e7,NE26MAI1,100.0,0.0,531.906
2026-05-01,164,55,700.18,5.2093392e7,NE26MAI3,100.0,0.0,531.906
2026-05-01,164,55,700.18,5.2093392e7,NE26MAI6,100.0,0.0,531.906
2026-05-01,164,55,138.75,-1.0323e7,S26MAI1,0.0,100.0,531.906
2026-05-01,164,55,138.75,-1.0323e7,S26MAI3,0.0,100.0,531.906
2026-05-01,164,55,138.75,-1.0323e7,S26MAI6,0.0,100.0,531.906
2026-05-01,164,55,563.7,4.193928e7,SE26MAI1,100.0,0.0,531.906
2026-05-01,164,55,563.7,4.193928e7,SE26MAI3,100.0,0.0,531.906
2026-05-01,164,55,563.7,4.193928e7,SE26MAI6,100.0,0.0,531.906
2026-05-01,165,55,57.31,0.0,N26MAI1,-0.0,-0.0,-95.638
2026-05-01,165,55,57.31,-4.263864e6,N26MAI3,-0.0,100.0,-95.638
2026-05-01,165,55,57.31,-4.263864e6,N26MAI6,-0.0,100.0,-95.638
2026-05-01,165,55,57.31,4.263864e6,NE26MAI1,100.0,-0.0,-95.638
2026-05-01,165,55,57.31,4.263864e6,NE26MAI3,100.0,-0.0,-95.638
2026-05-01,165,55,57.31,4.263864e6,NE26MAI6,100.0,-0.0,-95.638
2026-05-01,165,55,57.31,-4.263864e6,S26MAI1,-0.0,100.0,-95.638
2026-05-01,165,55,57.31,-4.263864e6,S26MAI3,-0.0,100.0,-95.638
2026-05-01,165,55,57.31,-4.263864e6,S26MAI6,-0.0,100.0,-95.638
2026-05-01,165,55,57.31,4.263864e6,SE26MAI1,100.0,-0.0,-95.638
2026-05-01,165,55,57.31,4.263864e6,SE26MAI3,100.0,-0.0,-95.638
2026-05-01,165,55,57.31,4.263864e6,SE26MAI6,100.0,-0.0,-95.638
2026-05-01,166,55,72.09,0.0,N26MAI1,-0.0,-0.0,-48.182
2026-05-01,166,55,72.09,-5.363496e6,N26MAI3,-0.0,100.0,-48.182
2026-05-01,166,55,72.09,-5.363496e6,N26MAI6,-0.0,100.0,-48.182
2026-05-01,166,55,130.67,9.721848e6,NE26MAI1,100.0,-0.0,-48.182
2026-05-01,166,55,130.67,9.721848e6,NE26MAI3,100.0,-0.0,-48.182
2026-05-01,166,55,130.67,9.721848e6,NE26MAI6,100.0,-0.0,-48.182
2026-05-01,166,55,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,-48.182
2026-05-01,166,55,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,-48.182
2026-05-01,166,55,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,-48.182
2026-05-01,166,55,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,-48.182
2026-05-01,166,55,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,-48.182
2026-05-01,166,55,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,-48.182
2026-05-01,167,56,254.83,1.8959352e7,N26MAI1,100.0,0.0,1479.271
2026-05-01,167,56,254.83,-1.8959352e7,N26MAI3,0.0,100.0,1479.271
2026-05-01,167,56,254.83,-1.8959352e7,N26MAI6,0.0,100.0,1479.271
2026-05-01,167,56,700.18,5.2093392e7,NE26MAI1,100.0,0.0,1479.271
2026-05-01,167,56,700.18,5.2093392e7,NE26MAI3,100.0,0.0,1479.271
2026-05-01,167,56,700.18,5.2093392e7,NE26MAI6,100.0,0.0,1479.271
2026-05-01,167,56,138.75,-1.0323e7,S26MAI1,0.0,100.0,1479.271
2026-05-01,167,56,138.75,-1.0323e7,S26MAI3,0.0,100.0,1479.271
2026-05-01,167,56,138.75,-1.0323e7,S26MAI6,0.0,100.0,1479.271
2026-05-01,167,56,563.7,4.193928e7,SE26MAI1,100.0,0.0,1479.271
2026-05-01,167,56,563.7,4.193928e7,SE26MAI3,100.0,0.0,1479.271
2026-05-01,167,56,563.7,4.193928e7,SE26MAI6,100.0,0.0,1479.271
2026-05-01,168,56,57.31,4.263864e6,N26MAI1,100.0,-0.0,732.29
2026-05-01,168,56,57.31,-4.263864e6,N26MAI3,-0.0,100.0,732.29
2026-05-01,168,56,57.31,-4.263864e6,N26MAI6,-0.0,100.0,732.29
2026-05-01,168,56,57.31,4.263864e6,NE26MAI1,100.0,-0.0,732.29
2026-05-01,168,56,57.31,4.263864e6,NE26MAI3,100.0,-0.0,732.29
2026-05-01,168,56,57.31,4.263864e6,NE26MAI6,100.0,-0.0,732.29
2026-05-01,168,56,57.31,-4.263864e6,S26MAI1,-0.0,100.0,732.29
2026-05-01,168,56,57.31,-4.263864e6,S26MAI3,-0.0,100.0,732.29
2026-05-01,168,56,57.31,-4.263864e6,S26MAI6,-0.0,100.0,732.29
2026-05-01,168,56,57.31,4.263864e6,SE26MAI1,100.0,-0.0,732.29
2026-05-01,168,56,57.31,4.263864e6,SE26MAI3,100.0,-0.0,732.29
2026-05-01,168,56,57.31,4.263864e6,SE26MAI6,100.0,-0.0,732.29
2026-05-01,169,56,72.09,5.363496e6,N26MAI1,100.0,-0.0,800.836
2026-05-01,169,56,72.09,-5.363496e6,N26MAI3,-0.0,100.0,800.836
2026-05-01,169,56,72.09,-5.363496e6,N26MAI6,-0.0,100.0,800.836
2026-05-01,169,56,130.67,9.721848e6,NE26MAI1,100.0,-0.0,800.836
2026-05-01,169,56,130.67,9.721848e6,NE26MAI3,100.0,-0.0,800.836
2026-05-01,169,56,130.67,9.721848e6,NE26MAI6,100.0,-0.0,800.836
2026-05-01,169,56,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,800.836
2026-05-01,169,56,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,800.836
2026-05-01,169,56,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,800.836
2026-05-01,169,56,176.87,1.3159128e7,SE26MAI1,100.0,-0.0,800.836
2026-05-01,169,56,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,800.836
2026-05-01,169,56,176.87,1.3159128e7,SE26MAI6,100.0,-0.0,800.836
2026-05-01,170,57,254.83,-1.8959352e7,N26MAI1,0.0,100.0,514.111
2026-05-01,170,57,254.83,-1.8959352e7,N26MAI3,0.0,100.0,514.111
2026-05-01,170,57,254.83,-1.8959352e7,N26MAI6,0.0,100.0,514.111
2026-05-01,170,57,700.18,5.2093392e7,NE26MAI1,100.0,0.0,514.111
2026-05-01,170,57,700.18,5.2093392e7,NE26MAI3,100.0,0.0,514.111
2026-05-01,170,57,700.18,5.2093392e7,NE26MAI6,100.0,0.0,514.111
2026-05-01,170,57,138.75,-1.0323e7,S26MAI1,0.0,100.0,514.111
2026-05-01,170,57,138.75,-1.0323e7,S26MAI3,0.0,100.0,514.111
2026-05-01,170,57,138.75,-1.0323e7,S26MAI6,0.0,100.0,514.111
2026-05-01,170,57,563.7,1.062756467e7,SE26MAI1,25.3404,0.0,514.111
2026-05-01,170,57,563.7,4.193928e7,SE26MAI3,100.0,0.0,514.111
2026-05-01,170,57,563.7,-4.193928e7,SE26MAI6,0.0,100.0,514.111
2026-05-01,171,57,57.31,-4.263864e6,N26MAI1,-0.0,100.0,-100.0
2026-05-01,171,57,57.31,-4.263864e6,N26MAI3,-0.0,100.0,-100.0
2026-05-01,171,57,57.31,-4.263864e6,N26MAI6,-0.0,100.0,-100.0
2026-05-01,171,57,57.31,4.263864e6,NE26MAI1,100.0,-0.0,-100.0
2026-05-01,171,57,57.31,4.263864e6,NE26MAI3,100.0,-0.0,-100.0
2026-05-01,171,57,57.31,4.263864e6,NE26MAI6,100.0,-0.0,-100.0
2026-05-01,171,57,57.31,-4.263864e6,S26MAI1,-0.0,100.0,-100.0
2026-05-01,171,57,57.31,-4.263864e6,S26MAI3,-0.0,100.0,-100.0
2026-05-01,171,57,57.31,-4.263864e6,S26MAI6,-0.0,100.0,-100.0
2026-05-01,171,57,57.31,1.0804785e6,SE26MAI1,25.3404,-0.0,-100.0
2026-05-01,171,57,57.31,4.263864e6,SE26MAI3,100.0,-0.0,-100.0
2026-05-01,171,57,57.31,-4.263864e6,SE26MAI6,-0.0,100.0,-100.0
2026-05-01,172,57,72.09,-5.363496e6,N26MAI1,-0.0,100.0,-58.085
2026-05-01,172,57,72.09,-5.363496e6,N26MAI3,-0.0,100.0,-58.085
2026-05-01,172,57,72.09,-5.363496e6,N26MAI6,-0.0,100.0,-58.085
2026-05-01,172,57,130.67,9.721848e6,NE26MAI1,100.0,-0.0,-58.085
2026-05-01,172,57,130.67,9.721848e6,NE26MAI3,100.0,-0.0,-58.085
2026-05-01,172,57,130.67,9.721848e6,NE26MAI6,100.0,-0.0,-58.085
2026-05-01,172,57,155.34,-1.1557296e7,S26MAI1,-0.0,100.0,-58.085
2026-05-01,172,57,155.34,-1.1557296e7,S26MAI3,-0.0,100.0,-58.085
2026-05-01,172,57,155.34,-1.1557296e7,S26MAI6,-0.0,100.0,-58.085
2026-05-01,172,57,176.87,3.33457045e6,SE26MAI1,25.3404,-0.0,-58.085
2026-05-01,172,57,176.87,1.3159128e7,SE26MAI3,100.0,-0.0,-58.085
2026-05-01,172,57,176.87,-1.3159128e7,SE26MAI6,-0.0,100.0,-58.085
